Delta i (deg),Rayleigh (log-U Pr),Rayleigh (TG Pr),Gaussian (log-U Pr),Gaussian (TG Pr),Tr. Gaussian (U Pr)
1.9000000000000001,0.012390350768610735,0.01213229260258845,0.0006921705844478681,0.004308433691319322,0.0654089242840843
2.0,0.013025701282871548,0.012754756336628101,0.0007440613398209707,0.004478022022664244,0.06491552951744918
2.1,0.01365849572442001,0.01337476945097123,0.000799412931849056,0.004653009308498616,0.06442585566125181
2.2,0.014288612356830342,0.013992215108638816,0.0008584211601152974,0.004833508627601767,0.06393987466112243
2.3000000000000003,0.01491593031861849,0.01460697729403062,0.000921290222732683,0.0050196328340891775,0.0634575586741031
2.4000000000000004,0.01554032966185153,0.015218940849231765,0.0009882328811738296,0.005211494422294408,0.0629788800672282
2.5,0.01616169139033955,0.01582799150993553,0.0010594706133530579,0.005413190712139682,0.06250381141556877
2.6,0.01677989749739315,0.016434015940966794,0.0011352337535873425,0.005621449098096729,0.062032325501236815
2.7,0.017394831003129614,0.017036901771390455,0.0012157616180137206,0.005836059868758892,0.06156439531139555
2.8000000000000003,0.018006375991311496,0.017636537629189923,0.0013013026139944216,0.006057141149570811,0.061099994036606396
2.9000000000000004,0.018614417645701164,0.01823281317550047,0.0013921143319979266,0.006284809932315482,0.060639095069992335
3.0,0.01921884228591556,0.018825619138382835,0.0014884636184046328,0.006519181896514166,0.060181672004711806
