Delta i (deg),KDE (deg)
68.9,0.00047946616667457454
69.0,0.00047187051410080565
69.10000000000001,0.000464380844063879
69.2,0.0004569951944495731
69.3,0.00044971164064933744
69.4,0.00044252829610197814
69.5,0.0004354433127503912
69.60000000000001,0.00042845488145162305
69.7,0.00042156123231697234
69.8,0.00041476063499144687
69.9,0.0004080513988729153
70.0,0.0004014318732801791
70.10000000000001,0.0003949004475481114
70.2,0.0003884555510835532
70.3,0.0003820956533549273
70.4,0.00037581926383548514
70.5,0.0003696249318863416
70.60000000000001,0.00036351124660081015
70.7,0.00035747683659127327
70.8,0.00035152036972899815
70.9,0.0003456405528435106
71.0,0.0003398361313736153
71.10000000000001,0.00033410588897870756
71.2,0.00032844864710652473
71.3,0.0003228632645234638
71.4,0.00031734863680967824
71.5,0.0003119036958113482
71.60000000000001,0.0003065274090699755
71.7,0.00030121877921024994
71.8,0.00029597684329943624
71.9,0.0002908006721821166
72.0,0.00028568936978340956
72.10000000000001,0.0002806420723874111
72.2,0.00027565794789562214
72.3,0.00027073619505799877
72.4,0.00026587604268657033
72.5,0.000261076748855323
72.60000000000001,0.0002563376000709297
72.7,0.00025165791044279653
72.8,0.00024703702082745215
72.9,0.00024247429796983087
73.0,0.00023796913362843412
73.10000000000001,0.00023352094369277342
73.2,0.00022912916729911253
73.3,0.00022479326593026548
73.4,0.00022051272252260727
73.5,0.00021628704056063331
73.60000000000001,0.00021211574317780738
73.7,0.00020799837225159019
73.8,0.00020393448750505752
73.9,0.00019992366560777424
74.0,0.00019596549928389207
74.10000000000001,0.0001920595964223241
74.2,0.00018820557919755438
74.3,0.00018440308319594477
74.4,0.00018065175655130987
74.5,0.00017695125909177658
74.60000000000001,0.00017330126149831364
74.7,0.00016970144447454253
74.8,0.00016615149792996656
74.9,0.00016265112018010343
75.0,0.00015920001715802524
75.10000000000001,0.0001557979016454608
75.2,0.00015244449252042614
75.3,0.00014913951402100784
75.4,0.00014588269502966057
75.5,0.00014267376837681078
75.60000000000001,0.00013951247016275926
75.7,0.00013639853910266258
75.8,0.00013333171589022746
75.9,0.00013031174258623586
76.0,0.0001273383620251338
76.10000000000001,0.00012441131724907908
76.2,0.00012153035096122168
76.3,0.0001186952050038551
76.4,0.00011590561986067412
76.5,0.00011316133418220888
76.60000000000001,0.0001104620843356897
76.7,0.0001078076039794554
76.80000000000001,0.00010519762366060511
76.9,0.00010263187043928189
77.0,0.00010011006753529942
77.10000000000001,9.763193400087768e-05
77.2,9.519718441632748e-05
77.30000000000001,9.280552861156646e-05
77.4,9.045667141087003e-05
77.5,8.815031240170324e-05
77.60000000000001,8.588614572823579e-05
77.7,8.366385990677682e-05
77.80000000000001,8.14831376663155e-05
77.9,7.934365581067317e-05
78.0,7.724508510372678e-05
78.10000000000001,7.51870901767957e-05
78.2,7.316932945738336e-05
78.30000000000001,7.119145512031756e-05
78.4,6.925311305825794e-05
78.5,6.735394287319475e-05
78.60000000000001,6.549357788845605e-05
78.7,6.367164517800551e-05
78.80000000000001,6.188776561662152e-05
78.9,6.014155394609034e-05
79.0,5.8432618860187975e-05
79.10000000000001,5.676056310563033e-05
79.2,5.5124983599305e-05
79.30000000000001,5.352547156089741e-05
79.4,5.1961612660421404e-05
79.5,5.0432987179215184e-05
79.60000000000001,4.8939170184760605e-05
79.7,4.7479731717831675e-05
79.80000000000001,4.605423699147421e-05
79.9,4.466224660109515e-05
80.0,4.330331674487588e-05
80.10000000000001,4.197699945409564e-05
80.2,4.068284283181691e-05
80.30000000000001,3.942039130011015e-05
80.4,3.818918585467412e-05
80.5,3.698876432592434e-05
80.60000000000001,3.5818661646195245e-05
80.7,3.467841012208695e-05
80.80000000000001,3.3567539711390135e-05
80.9,3.2485578303744517e-05
81.0,3.143205200464175e-05
81.10000000000001,3.0406485421472468e-05
81.2,2.940840195172813e-05
81.30000000000001,2.8437324072175273e-05
81.4,2.7492773628495386e-05
81.5,2.657427212477552e-05
81.60000000000001,2.5681341012572974e-05
81.7,2.481350197807903e-05
81.80000000000001,2.3970277227976916e-05
81.9,2.3151189772507844e-05
82.0,2.2355763705799482e-05
82.10000000000001,2.1583524482564604e-05
82.2,2.083399919105118e-05
82.30000000000001,2.0106716821394994e-05
82.4,1.9401208529294722e-05
82.5,1.871700789429682e-05
82.60000000000001,1.8053651172608214e-05
82.7,1.7410677543787972e-05
82.80000000000001,1.6787629351067876e-05
82.9,1.6184052335040926e-05
83.0,1.5599495860404177e-05
83.10000000000001,1.5033513135387395e-05
83.2,1.4485661423740938e-05
83.30000000000001,1.3955502248974883e-05
83.4,1.344260159067823e-05
83.5,1.294653007271727e-05
83.60000000000001,1.2466863143241787e-05
83.7,1.2003181246160841e-05
83.80000000000001,1.1555069984258094e-05
83.9,1.112212027360027e-05
84.0,1.0703928489306249e-05
84.10000000000001,1.0300096602604086e-05
84.2,9.910232309145011e-06
84.30000000000001,9.533949148510608e-06
84.4,9.170866615011596e-06
84.5,8.820610259756693e-06
84.60000000000001,8.482811784023237e-06
84.7,8.157109124003197e-06
84.80000000000001,7.84314652704948e-06
84.9,7.540574619408564e-06
85.0,7.249050465666922e-06
85.10000000000001,6.968237619963055e-06
85.2,6.69780616908556e-06
85.30000000000001,6.437432767652691e-06
85.4,6.186800665542984e-06
85.5,5.945599727644102e-06
85.60000000000001,5.713526446233912e-06
85.7,5.49028394608331e-06
85.80000000000001,5.275581982524877e-06
85.9,5.069136932687661e-06
86.0,4.870671780065271e-06
86.10000000000001,4.679916092731303e-06
86.2,4.496605995320218e-06
86.30000000000001,4.3204841350544525e-06
86.4,4.1512996420613935e-06
86.5,3.988808084183527e-06
86.60000000000001,3.832771416540747e-06
86.7,3.6829579260643836e-06
86.80000000000001,3.5391421712793073e-06
86.9,3.4011049175442744e-06
87.0,3.268633068003548e-06
87.10000000000001,3.1415195904903787e-06
87.2,3.019563440642221e-06
87.30000000000001,2.902569481429791e-06
87.4,2.7903483993657345e-06
87.5,2.6827166176453453e-06
87.60000000000001,2.579496206390556e-06
87.7,2.480514790297603e-06
87.80000000000001,2.385605453852504e-06
87.9,2.294606644400153e-06
88.0,2.2073620732231625e-06
88.10000000000001,2.123720614862516e-06
88.2,2.0435362049381174e-06
88.30000000000001,1.966667736580093e-06
88.4,1.8929789557484378e-06
88.5,1.8223383555867056e-06
88.60000000000001,1.7546190700208637e-06
88.7,1.689698766759575e-06
88.80000000000001,1.627459539891107e-06
88.9,1.5677878022471456e-06
89.0,1.5105741776495248e-06
89.10000000000001,1.4557133932702258e-06
89.2,1.4031041721833503e-06
89.30000000000001,1.352649126275164e-06
89.4,1.3042546496850407e-06
89.5,1.257830812822599e-06
89.60000000000001,1.2132912571750178e-06
89.7,1.1705530909480363e-06
89.80000000000001,1.1295367856906813e-06
89.9,1.090166074000168e-06
90.0,1.0523678483797483e-06
